ID,best_alpha,best_l1,df_shape,feature 1,feature 2,feature names,feature nr,meodel_complexity,method,random_state,real_test_mae,real_test_mse,real_train_mae,real_train_mse,test_mae,test_mse,train_mae,train_mse
374,0.1,0.01,"(1652, 6)",Garage Area,,Garage Area,1,1,elasticCV,0,41086.58837772397,3557619778.472155,42736.70338983051,4105008374.290557,0.22857592253000458,0.10293909139080154,0.23083613303402756,0.092961436069873
375,,,"(1652, 5)",Garage Qual,,Garage Qual,1,1,lr,0,59795.8401937046,6811386568.029056,55442.8014527845,6574688397.939467,0.33895707797578134,0.20651907095015148,0.30411771950494915,0.15351123825856486
376,,,"(1652, 5)",Garage Qual,,Garage Qual,1,1,huber,0,55974.20338983051,6279084636.731235,55243.77300242131,6767299483.783898,0.31906672823191473,0.17945955721493403,0.3029529188113474,0.15469655466895518
377,,,"(1652, 5)",Garage Qual,,Garage Qual,1,1,lr_sgd,0,55757.80387409201,6104379071.968523,55507.65677966102,6581512952.3989105,0.31758220138526594,0.1781621141821843,0.3045600695217389,0.15387626117574305
378,143.8449888287663,,"(1652, 5)",Garage Qual,,Garage Qual,1,1,ridgeCV,0,56158.578692493946,6158136110.414043,55447.56476997579,6598764473.349274,0.3203342862571774,0.18075338277732403,0.3041889694771703,0.15376930547981868
379,10000.0,,"(1652, 5)",Garage Qual,,Garage Qual,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
380,0.1,0.01,"(1652, 5)",Garage Qual,,Garage Qual,1,1,elasticCV,0,56167.300242130754,6159282649.014528,55448.9098062954,6601508563.432809,0.32042587199903305,0.18079914755706322,0.30421610327967014,0.1538000710342224
381,,,"(1652, 5)",Garage Cond,,Garage Cond,1,1,lr,0,55812.43099273608,6110121278.246973,55612.63619854722,6624916651.5696125,0.31810267349682636,0.173547878773284,0.3052072170215229,0.15275609705665522
382,,,"(1652, 5)",Garage Cond,,Garage Cond,1,1,huber,0,55866.985472154964,6273844694.830508,55348.60895883777,6792949952.135593,0.318419210749211,0.17431288667840253,0.30354782422213467,0.1537890395112115
383,,,"(1652, 5)",Garage Cond,,Garage Cond,1,1,lr_sgd,0,55794.40677966102,6090795952.397095,55658.74757869249,6609113587.661622,0.3179158530874432,0.173493929253477,0.30543713426174657,0.1528117692248547
384,78.47599703514607,,"(1652, 5)",Garage Cond,,Garage Cond,1,1,ridgeCV,0,55861.0411622276,6118249101.104116,55602.872276029055,6626744194.02724,0.31846427720508214,0.17410372560270837,0.3051334743912964,0.1527676253591527
385,0.1,,"(1652, 5)",Garage Cond,,Garage Cond,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
386,0.1,0.01,"(1652, 5)",Garage Cond,,Garage Cond,1,1,elasticCV,0,55888.68280871671,6125265988.324455,55584.04842615012,6629501828.9019375,0.31863841439187407,0.1745527945069797,0.3049939435539414,0.1528121220406378
387,,,"(1652, 3)",Paved Drive,,Paved Drive,1,1,lr,0,53285.13075060533,5694701402.815981,54204.50726392252,6314305769.688862,0.30063971476998996,0.1560071791398612,0.2953229149352456,0.1407682650380489
388,,,"(1652, 3)",Paved Drive,,Paved Drive,1,1,huber,0,53479.697336561745,5902070943.0,53934.3892251816,6515432028.881961,0.30178020499094016,0.157760615643635,0.2936988852563867,0.14212876645691788
389,,,"(1652, 3)",Paved Drive,,Paved Drive,1,1,lr_sgd,0,53301.4794188862,5673519372.288136,54282.48668280872,6295434017.754237,0.3007217720426979,0.15585921735263256,0.2958106400063762,0.14080209973259405
390,6.951927961775605,,"(1652, 3)",Paved Drive,,Paved Drive,1,1,ridgeCV,0,53282.6004842615,5695633934.818402,54198.92554479419,6315008238.851695,0.3006210526444415,0.15604202864623853,0.2952801152423126,0.14076897780400321
391,0.1,,"(1652, 3)",Paved Drive,,Paved Drive,1,1,lassoCV,0,54996.68765133172,6024966828.857142,55239.71489104116,6586707124.28753,0.313316068546288,0.17265721463509526,0.30360773441860855,0.15192422067786002
392,0.1,0.01,"(1652, 3)",Paved Drive,,Paved Drive,1,1,elasticCV,0,53260.01210653753,5719155098.641646,54131.72215496368,6333290677.71247,0.30046230497321397,0.15712623624266234,0.2948373499760902,0.14111631906021632
393,,,"(1652, 6)",Wood Deck SF,,Wood Deck SF,1,1,lr,0,52689.83535108959,5896177523.346247,52520.44794188862,6017647899.960049,0.2956925768203346,0.1558402645132432,0.28766262393297126,0.14058369302935625
394,,,"(1652, 6)",Wood Deck SF,,Wood Deck SF,1,1,huber,0,51921.46973365617,5301987952.922518,52591.11380145278,6160313313.302664,0.2955368229096456,0.15367529147684308,0.28806331571969557,0.14177065410242215
395,,,"(1652, 6)",Wood Deck SF,,Wood Deck SF,1,1,lr_sgd,0,52764.983050847455,5261830883.307506,53289.254237288136,6064486071.957627,0.3002700121279298,0.15621861411910626,0.291721998589107,0.14243055801647883
396,0.6158482110660264,,"(1652, 6)",Wood Deck SF,,Wood Deck SF,1,1,ridgeCV,0,52018.29539951574,5193096902.857142,52919.02118644068,6059289229.092615,0.2962282825967707,0.1535911012783831,0.28975304670124397,0.14153084885142786
397,0.1,,"(1652, 6)",Wood Deck SF,,Wood Deck SF,1,1,lassoCV,0,54750.0,5920079864.895884,54870.3916464891,6514645333.71247,0.31254361671803993,0.17328832510083697,0.3018872196366106,0.15233029778940962
398,0.1,0.01,"(1652, 6)",Wood Deck SF,,Wood Deck SF,1,1,elasticCV,0,52783.72397094431,5329213931.48184,53228.700968523,6100072800.582324,0.300542588732371,0.15728626785475863,0.2915667955990143,0.14247954664985318
399,,,"(1652, 6)",Open Porch SF,,Open Porch SF,1,1,lr,0,50549.1186440678,5138185226.22276,48160.49697336562,5411342499.555085,0.2874389320528235,0.15191127597281529,0.2607962529103483,0.1229714099679215
400,,,"(1652, 6)",Open Porch SF,,Open Porch SF,1,1,huber,0,50549.34866828087,5176246814.452785,48064.506053268764,5445233603.571428,0.28735401616997763,0.15219800934539576,0.2602699656177084,0.12312332035727555
401,,,"(1652, 6)",Open Porch SF,,Open Porch SF,1,1,lr_sgd,0,51324.665859564164,5217637317.51816,48470.713075060536,5414570109.438256,0.29190962416056276,0.15538974568751457,0.2626928427408705,0.12412843318615786
402,0.1,,"(1652, 6)",Open Porch SF,,Open Porch SF,1,1,ridgeCV,0,50552.88619854722,5155244879.782083,48124.032082324455,5417356313.696732,0.2874740273001475,0.15240428037365303,0.2605914198878487,0.12304560837195862
403,0.1,,"(1652, 6)",Open Porch SF,,Open Porch SF,1,1,lassoCV,0,51614.380145278454,5540071842.559322,50300.13619854722,5915796185.71368,0.29350789258581816,0.16076912495173357,0.27414353678814346,0.1338976823734078
404,0.1,0.01,"(1652, 6)",Open Porch SF,,Open Porch SF,1,1,elasticCV,0,50872.48184019371,5232998845.523003,48188.61259079903,5470335487.347458,0.288979005614584,0.15402805122946275,0.2610022627936793,0.12384693708796338
405,,,"(1652, 6)",Enclosed Porch,,Enclosed Porch,1,1,lr,0,55387.05569007264,6019300074.891041,54590.078692493946,6467644091.065375,0.31586185171220216,0.1779358651154426,0.2990041384936797,0.14912895851303007
406,,,"(1652, 6)",Enclosed Porch,,Enclosed Porch,1,1,huber,0,55485.46731234867,6160462900.692494,54519.39467312349,6626877382.380145,0.31644020325780203,0.17791556670054665,0.29868495284884444,0.15040625216004913
407,,,"(1652, 6)",Enclosed Porch,,Enclosed Porch,1,1,lr_sgd,0,55371.95641646489,6019398934.978209,54703.18220338983,6482100179.335957,0.31572358878361423,0.1779254561238696,0.29977128255916974,0.14967983447246339
408,23.357214690901213,,"(1652, 6)",Enclosed Porch,,Enclosed Porch,1,1,ridgeCV,0,55368.03147699758,6021276934.748184,54687.929176755446,6483443104.3989105,0.3156863122122596,0.17788317163193165,0.29963955967674766,0.1496361732419457
409,0.1,,"(1652, 6)",Enclosed Porch,,Enclosed Porch,1,1,lassoCV,0,56753.35108958838,6305735332.852301,56533.6803874092,6825078273.900726,0.3244196274032637,0.18521047539980007,0.31182300790784645,0.16177914174476363
410,0.1,0.01,"(1652, 6)",Enclosed Porch,,Enclosed Porch,1,1,elasticCV,0,55281.92978208233,6026235865.939467,54756.44370460048,6503150076.615618,0.3150822330805807,0.17768781619503526,0.3002351352229604,0.15037405749944582
411,,,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,lr,0,63963.699757869246,10758931156.818401,56304.53329297821,6774706735.993341,0.3419422659787308,0.2174430545149514,0.31072060317762146,0.1608136119279849
412,,,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,huber,0,58829.36803874092,7258968098.75787,56258.94007263923,6949730203.016344,0.33103461373803833,0.19492001607167875,0.3102003211103242,0.16204711203977817
413,,,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,lr_sgd,0,56875.75302663438,6315228174.246973,56509.31234866828,6787066445.949153,0.32500361516799803,0.18622702452090256,0.3117114513442114,0.16138149673900182
414,2976.351441631319,,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,ridgeCV,0,56680.857142857145,6306239026.6489105,56503.39709443099,6810195013.322034,0.3240193158798522,0.18524747234137362,0.3116343840234762,0.1614164251303816
415,10000.0,,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
416,0.6158482110660264,0.01,"(1652, 6)",3Ssn Porch,,3Ssn Porch,1,1,elasticCV,0,56695.80387409201,6304924686.549637,56494.75847457627,6811293577.412228,0.3240983020888533,0.1852209681573332,0.31159591070673803,0.1614386585715049
417,,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,lr,0,56441.19370460048,6270761824.414043,56321.527239709445,6736496607.728209,0.32262429829023886,0.1832519237965223,0.31061708703188073,0.15980021884558682
418,,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,huber,0,56635.6803874092,6443682754.251816,56143.09382566586,6915747729.389225,0.3237786169217266,0.18442257322485117,0.3094818416791064,0.16091494805038695
419,,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,lr_sgd,0,56943.39709443099,6345434382.452785,57359.81113801453,6815180047.039951,0.32509279209225445,0.18423255916795658,0.31563952881124013,0.16285558883610643
420,42.81332398719391,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,ridgeCV,0,56495.34866828087,6286912518.25908,56451.10290556901,6751583279.279661,0.3229398407886498,0.183615703593582,0.3113094468382869,0.16005553494108707
421,10000.0,,"(1652, 6)",Screen Porch,,Screen Porch,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
422,0.1,0.01,"(1652, 6)",Screen Porch,,Screen Porch,1,1,elasticCV,0,56463.292978208236,6282324752.973366,56475.23426150121,6760531973.4546,0.32274657550074326,0.18343552761875648,0.311460185740569,0.16023882636560868
423,,,"(1652, 6)",Pool Area,,Pool Area,1,1,lr,0,56758.51815980629,6319604150.576271,56117.76573849879,6656460520.279056,0.32445040722926893,0.18522922576128417,0.31033716938078126,0.16008935023749682
424,,,"(1652, 6)",Pool Area,,Pool Area,1,1,huber,0,56822.96368038741,6461424877.394673,55999.949757869246,6830784041.270581,0.3248459156840694,0.18554797407441387,0.309505056985284,0.1610490431262318
425,,,"(1652, 6)",Pool Area,,Pool Area,1,1,lr_sgd,0,56751.857142857145,6330868498.326877,56329.81234866828,6750559059.98184,0.32441041670858284,0.1852010063782822,0.31124180392050016,0.16120617128887255
426,0.1,,"(1652, 6)",Pool Area,,Pool Area,1,1,ridgeCV,0,56758.53510895884,6319575882.113801,56248.79358353511,6682207378.19431,0.32445050513942053,0.18522930851490804,0.31078951717827547,0.16030634476571828
427,10000.0,,"(1652, 6)",Pool Area,,Pool Area,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
428,0.33598182862837817,0.01,"(1652, 6)",Pool Area,,Pool Area,1,1,elasticCV,0,56760.33171912833,6316590767.09201,56482.75181598063,6771171309.210653,0.3244612387707713,0.18523878528338955,0.31153291114682696,0.1610108990615779
429,,,"(1652, 2)",Pool QC,,Pool QC,1,1,lr,0,56758.51815980629,6319604150.576271,56482.58837772397,6753028078.809927,0.32445040722926244,0.18522922576127873,0.3115150069144551,0.1608789371699766
430,,,"(1652, 2)",Pool QC,,Pool QC,1,1,huber,0,56822.63438256658,6461129217.694915,56281.81779661017,6923206713.7088375,0.3248437533367234,0.18554595584435302,0.31032409987308934,0.16171943554457668
431,,,"(1652, 2)",Pool QC,,Pool QC,1,1,lr_sgd,0,56766.297820823245,6306839148.302664,56608.67554479419,6727842430.838983,0.324496936322736,0.18527607248929712,0.31206220127349493,0.16099592421516135
432,885.8667904100823,,"(1652, 2)",Pool QC,,Pool QC,1,1,ridgeCV,0,56761.04358353511,6315414201.668281,56478.61016949153,6773070569.933414,0.32446552383935184,0.18524279261233878,0.3115182759429646,0.1609976038362056
433,10000.0,,"(1652, 2)",Pool QC,,Pool QC,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
434,0.18329807108324356,0.01,"(1652, 2)",Pool QC,,Pool QC,1,1,elasticCV,0,56759.99273607748,6317152276.341404,56467.027239709445,6763590198.032083,0.32445921175858244,0.18523693419160048,0.31145962277685335,0.16091919331715673
435,,,"(1652, 5)",Fence,,Fence,1,1,lr,0,54560.24213075061,5975285385.651332,54664.31900726392,6587815067.477603,0.3105584206747772,0.17574176965928134,0.29993288733784645,0.15576192719956594
436,,,"(1652, 5)",Fence,,Fence,1,1,huber,0,54637.176755447945,6047058117.5157385,54662.79055690073,6661173477.997579,0.3109916025703218,0.17584401742781802,0.299928247317215,0.155969574996734
437,,,"(1652, 5)",Fence,,Fence,1,1,lr_sgd,0,54667.254237288136,5969367553.447942,54705.003631961255,6574281770.653753,0.3112035725593129,0.17596461796636287,0.30018843079730934,0.15584152652616778
438,42.81332398719391,,"(1652, 5)",Fence,,Fence,1,1,ridgeCV,0,54540.823244552055,5975565565.486683,54666.19007263923,6589235897.613801,0.3104662572116357,0.17576851609741687,0.2999527354679705,0.15577473028322342
439,10000.0,,"(1652, 5)",Fence,,Fence,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
440,0.1,0.01,"(1652, 5)",Fence,,Fence,1,1,elasticCV,0,54568.8014527845,5984426055.755448,54696.56113801453,6596668891.19552,0.31069568481016796,0.17602184876099516,0.3001682398416595,0.15587856110306536
441,,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,lr,0,56550.67796610169,6276867590.49879,56512.33716707022,6805752274.30448,0.32316755429618743,0.18467720628748013,0.3116841636126615,0.16139422643591136
442,,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,huber,0,56665.30992736077,6427538590.496368,56323.17191283293,6959948195.891041,0.32386328369346834,0.18502119575569492,0.3105440186722265,0.16219020075894325
443,,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,lr_sgd,0,56570.707021791764,6254984594.523003,56584.983050847455,6784184636.702179,0.32330359977787726,0.18480267336708373,0.3121287039213202,0.16144143788794174
444,885.8667904100823,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,ridgeCV,0,56557.36803874092,6284087403.973366,56497.287530266345,6810625159.395278,0.3232103081189235,0.18474723643776567,0.3115936422799113,0.16145010891262526
445,10000.0,,"(1652, 2)",Misc Feature,,Misc Feature,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
446,0.1,0.01,"(1652, 2)",Misc Feature,,Misc Feature,1,1,elasticCV,0,56546.08474576271,6279202061.702179,56504.70944309927,6807305183.179176,0.32313697426181454,0.18468640909898806,0.3116372447671707,0.16140228698903633
447,,,"(1652, 6)",Misc Val,,Misc Val,1,1,lr,0,56757.24213075061,6292908626.569007,56480.83958837773,6804007378.432809,0.32426784445773577,0.1852070413361258,0.31149047619573106,0.16130418451476602
448,,,"(1652, 6)",Misc Val,,Misc Val,1,1,huber,0,56571.421307506054,6425925745.164649,56256.33474576271,6959036559.9546,0.32329009319862717,0.18491572029983638,0.31013641813663245,0.1622437838391671
449,,,"(1652, 6)",Misc Val,,Misc Val,1,1,lr_sgd,0,57140.81598062954,6280497089.687652,56892.02421307506,6792188527.111381,0.3276683343590781,0.18749993345239524,0.31435233094417386,0.16267279851466862
450,263.6650898730358,,"(1652, 6)",Misc Val,,Misc Val,1,1,ridgeCV,0,56576.96610169492,6280243682.104116,56500.413438256655,6806374132.114407,0.32332803672074445,0.18478313966681176,0.31160800108789144,0.16138341701831796
451,10000.0,,"(1652, 6)",Misc Val,,Misc Val,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
452,0.33598182862837817,0.01,"(1652, 6)",Misc Val,,Misc Val,1,1,elasticCV,0,56616.47699757869,6287122124.365618,56506.5617433414,6810095895.153753,0.32358856364595845,0.18493411189056655,0.3116533516830379,0.16144455450421183
453,,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,lr,0,56746.23486682809,6286145859.692494,56433.583535108955,6818365420.033898,0.3243779781714448,0.1844281478250019,0.3112214809842082,0.16157904507261037
454,,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,huber,0,56748.06779661017,6423295406.406779,56247.09866828087,6967980308.188256,0.32439404144859885,0.18444042981921469,0.31008549998286106,0.16232879991745516
455,,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,lr_sgd,0,56759.503631961255,6267248775.929782,56479.10895883777,6798557352.464891,0.3244566559265677,0.18451156347042014,0.31149458308305866,0.1615965252560519
456,885.8667904100823,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,ridgeCV,0,56744.99757869249,6292084399.355932,56467.94370460048,6819865992.297215,0.3243699966448696,0.18466171747983964,0.31142890886481867,0.16161240876409133
457,10000.0,,"(1652, 1)",Mo Sold,,Mo Sold,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
458,0.1,0.01,"(1652, 1)",Mo Sold,,Mo Sold,1,1,elasticCV,0,56745.585956416464,6288402023.01937,56446.462469733655,6818783009.090799,0.32437383717000856,0.184517261339848,0.3112994237970845,0.16158480778778142
459,,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,lr,0,56760.31719128329,6303204470.690073,56541.25060532687,6826885270.31356,0.3244613109473932,0.18513863832858016,0.3118678725010148,0.16184496766956422
460,,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,huber,0,56803.493946731236,6448979631.1549635,56342.02421307506,6979460233.021791,0.32472645843468473,0.18539305525802047,0.31066327599391275,0.16259630411828382
461,,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,lr_sgd,0,56765.88861985472,6276113009.753027,56581.86259079903,6810122175.689467,0.3244966584372863,0.1849446238650729,0.3121055520087857,0.16191424863608342
462,10000.0,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,ridgeCV,0,56765.00242130751,6307047710.968523,56546.14709443099,6827078578.665255,0.32448911986783324,0.18525252166254916,0.31189752968431067,0.1618507889794298
463,10000.0,,"(1652, 1)",Yr Sold,,Yr Sold,1,1,lassoCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
464,10000.0,0.01,"(1652, 1)",Yr Sold,,Yr Sold,1,1,elasticCV,0,56765.75544794189,6307715419.101695,56546.95460048426,6827146166.385593,0.32449371390148996,0.18527234228823908,0.3119024290509912,0.1618528712098098
465,,,"(1652, 10)",Sale Type,,Sale Type,1,1,lr,0,52607.16222760291,5278691883.714286,53645.12590799032,6022666776.021791,0.3013710581957273,0.1609652085234181,0.2955818086742002,0.14374451987678288
466,,,"(1652, 10)",Sale Type,,Sale Type,1,1,huber,0,52780.980629539954,5438968908.157385,53357.00484261501,6179509450.921308,0.30266879550396136,0.16222765258726207,0.2939330230983722,0.14485308530669058
467,,,"(1652, 10)",Sale Type,,Sale Type,1,1,lr_sgd,0,52457.179176755446,5279283040.966102,53650.76331719128,6039412942.728209,0.3003230150819826,0.1605256519539366,0.295715013868627,0.1439169881475031
468,12.742749857031335,,"(1652, 10)",Sale Type,,Sale Type,1,1,ridgeCV,0,52592.336561743345,5282514619.881356,53631.29600484262,6026317526.964286,0.3012925234257085,0.16093616387023965,0.2955186672326702,0.14375782854921812
469,0.1,,"(1652, 10)",Sale Type,,Sale Type,1,1,lassoCV,0,55765.08716707022,6081175342.3704605,55688.84987893463,6643347917.140436,0.3187055251794402,0.1792903621580727,0.30692713731257704,0.15699409102630824
470,0.1,0.01,"(1652, 10)",Sale Type,,Sale Type,1,1,elasticCV,0,52829.266343825664,5343186467.450363,53678.16525423729,6079615691.3795395,0.3028142672489283,0.1619137597968403,0.29603493029922073,0.14474968874979333
471,,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,lr,0,52854.220338983054,5311291021.266344,53636.46549636804,6062698455.133778,0.30308348661700973,0.15838999073637258,0.29532485440543527,0.14417650076569546
472,,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,huber,0,52922.03631961259,5455962531.818402,53380.2088377724,6199785425.816586,0.30336768059118174,0.15947499525111467,0.29389295975843116,0.14487110471358297
473,,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,lr_sgd,0,52917.661016949154,5314914501.564165,53646.45944309927,6056510333.78632,0.30352296766618586,0.1590026479596605,0.2954425987703008,0.14422852164803
474,12.742749857031335,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,ridgeCV,0,52857.32203389831,5315933018.140436,53621.25726392252,6064380768.522397,0.30313542080236344,0.15867071667120086,0.29524929391620913,0.14418339919247417
475,0.1,,"(1652, 6)",Sale Condition,,Sale Condition,1,1,lassoCV,0,55875.62953995157,6104890582.007264,55772.735472154964,6659275308.710049,0.3193299856108575,0.17991542574044958,0.30740054851316506,0.1573900864097381
476,0.1,0.01,"(1652, 6)",Sale Condition,,Sale Condition,1,1,elasticCV,0,53123.97578692494,5382981958.634382,53576.846852300245,6099387846.980024,0.30471221639140017,0.16185720844276733,0.2951635901962892,0.1448574082254526
0,,,"(1652, 79)",baseline mean,baseline mean,baseline mean,79,1,baseline mean,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
1,,,"(1652, 79)",baseline median,baseline median,baseline median,79,1,baseline median,1,58721.256658595645,7538859715.842615,55866.85290556901,6750235510.328692,0.3262087220317882,0.1784821331880172,0.310318871517908,0.16473294805856123
3,,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,lr,1,58361.186440677964,7280160414.886199,56013.51573849879,6541774053.792978,0.3239352086443687,0.17526903115348258,0.3111232674657445,0.16319105585787272
4,,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,huber,1,58402.39225181598,7433009318.803874,55865.02542372881,6671330856.492736,0.3242072929843721,0.176430715495852,0.3102740410910704,0.16376062472440842
5,,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,lr_sgd,1,58277.980629539954,7287181446.74092,56007.48910411623,6553612413.378935,0.32338272448585703,0.17500605011673454,0.31105947527839706,0.16321973224515127
6,263.6650898730358,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,ridgeCV,1,58410.452784503635,7288150647.682809,56003.25847457627,6544813515.386804,0.3242594870523576,0.17550757555742774,0.3110815423070499,0.16320222618522445
7,10000.0,,"(1652, 1)",MS SubClass,,MS SubClass,1,1,lassoCV,1,58778.2397094431,7353012705.49879,56021.903753026636,6577415255.098668,0.3265516741934116,0.1775421057158936,0.31125667509812466,0.16378071333130365
8,0.33598182862837817,0.01,"(1652, 1)",MS SubClass,,MS SubClass,1,1,elasticCV,1,58495.35351089588,7301884601.280871,55995.07506053269,6550684680.03632,0.3248072574358188,0.1759293219824504,0.3110593571142431,0.16326471007443794
9,,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,lr,1,51334.452784503635,6328110125.329298,51331.55992736077,5880772312.055085,0.2802894446382675,0.1420794332679548,0.27914854077444046,0.13414406478506347
10,,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,huber,1,51478.6803874092,6534063631.702179,51170.07021791767,6039261464.941889,0.2811564581114295,0.14451384739749157,0.2782251852099725,0.13509280638413262
11,,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,lr_sgd,1,51274.60774818402,6348912022.181598,51404.2808716707,5906853986.27724,0.27697240427989656,0.1349513271686365,0.28057079478879776,0.13767619110361984
12,42.81332398719391,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,ridgeCV,1,51271.539951573846,6335541214.731235,51389.547820823245,5896428894.3989105,0.2769561937905319,0.13474607036250705,0.2804654933331136,0.13738444809612882
13,0.1,,"(1652, 7)",MS Zoning,,MS Zoning,1,1,lassoCV,1,56449.537530266345,7059268184.878935,54456.050242130754,6369561387.050242,0.31213258723107146,0.16603180486988914,0.30154926802375814,0.15607916182133577
14,0.1,0.01,"(1652, 7)",MS Zoning,,MS Zoning,1,1,elasticCV,1,51374.00726392252,6365618397.343825,51404.320823244554,5909625049.48184,0.2777591998958848,0.1358927418362012,0.28059516702549336,0.13787375848803762
15,,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,lr,1,54306.91283292978,6200112134.176756,51418.46973365617,5446594815.434625,0.2967472253043349,0.14885139205925402,0.28259960880416096,0.13589842452570075
16,,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,huber,1,55679.0387409201,6595285977.983051,52501.08474576271,5695417318.23971,0.30376402313901446,0.15605164529783178,0.2886144018984177,0.14130865705470128
17,,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,lr_sgd,1,55521.300242130754,6560046263.673123,53483.702784503635,5897959118.5441885,0.30574200720818634,0.15615168947649916,0.295457557771299,0.14575668658166188
18,0.1,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,ridgeCV,1,55535.37530266344,6473849146.4842615,52978.10472154964,5697340397.098668,0.30650799341779617,0.15676669305954058,0.2937821949680743,0.14360191475696013
19,0.1,,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,lassoCV,1,57423.34382566586,7062054981.062954,54804.913438256655,6294085402.52724,0.3183358641385616,0.1688939010122415,0.3039705628073118,0.15562905480764436
20,0.33598182862837817,0.01,"(1652, 6)",Lot Frontage,,Lot Frontage,1,1,elasticCV,1,55605.07506053269,6573223809.031477,53523.74455205811,5880330729.033898,0.30631961940375385,0.15661786781989637,0.2959605808053447,0.14593324265817215
21,,,"(1652, 6)",Lot Area,,Lot Area,1,1,lr,1,52555.03147699758,6022732066.949153,50555.867433414045,5351731571.133778,0.2886497482009289,0.14400327241803085,0.27786574888466176,0.1333661219738455
22,,,"(1652, 6)",Lot Area,,Lot Area,1,1,huber,1,53439.75786924939,6356815551.951574,52168.81416464891,5769309687.994552,0.29457122011844455,0.150058336808279,0.2876774770380224,0.14137161828564518
23,,,"(1652, 6)",Lot Area,,Lot Area,1,1,lr_sgd,1,53921.66828087167,6462917003.198547,52607.83777239709,5792817198.575061,0.29613412437475156,0.15156181916611272,0.29020702054764436,0.14275407559457476
